loan_id,applicant_name,age,gender,marital_status,dependents,education_level,employment_type,employment_years,annual_income,loan_amount,loan_purpose,loan_term_months,interest_rate,credit_score,property_ownership,loan_status,application_date,debt_to_income_ratio,income_category,loan_status_approved
314,Applicant_314,53,Female,Single,2,Under-Graduate,Self-Employed,5,1082749.58,334435.59,Auto,84,10.78,818,Mortgage,Approved,2026-07-21 21:51:24.034717,30.89,High,True
315,Applicant_315,25,Male,Married,2,Graduate,Salaried,6,722203.97,667180.32,Auto,84,11.89,600,Owned,Approved,2025-09-17 21:51:24.034720,92.38,High,True
316,Applicant_316,39,Male,Married,2,High School,Business Owner,2,1067149.34,181794.02,Business,120,3.0,601,Mortgage,Approved,2026-02-01 21:51:24.034724,17.04,High,True
317,Applicant_317,24,Female,Single,1,Graduate,Salaried,12,879944.52,152189.86,Business,84,10.28,614,Rented,Approved,2026-01-30 21:51:24.034727,17.3,High,True
318,Applicant_318,55,Male,Married,0,Graduate,Self-Employed,5,1377447.17,409032.59,Home,24,11.65,751,Rented,Approved,2026-08-27 21:51:24.034730,29.69,High,True
319,Applicant_319,37,Male,Married,4,High School,Salaried,3,150000.0,674421.04,Home,60,7.06,702,Rented,Approved,2025-09-02 21:51:24.034734,449.61,Upper-Middle,True
320,Applicant_320,64,Male,Married,1,Under-Graduate,Retired,0,691123.61,1006891.73,Auto,48,6.58,525,Mortgage,Approved,2026-06-24 21:51:24.034738,145.69,High,True
321,Applicant_321,48,Male,Married,2,Under-Graduate,Salaried,2,1489621.81,684501.9,Education,120,6.05,707,Rented,Approved,2026-08-27 21:51:24.034742,45.95,High,True
322,Applicant_322,50,Male,Single,3,Graduate,Self-Employed,23,1075279.36,803751.77,Home,48,4.89,659,Owned,Approved,2025-12-28 21:51:24.034745,74.75,High,True
323,Applicant_323,49,Male,Married,2,Under-Graduate,Business Owner,2,1559042.67,597075.34,Home,48,10.83,671,Owned,Approved,2025-10-16 21:51:24.034748,38.3,High,True
324,Applicant_324,26,Male,Married,1,Post-Graduate,Self-Employed,1,361277.16,308167.53,Debt Consolidation,48,16.49,613,Owned,Approved,2026-08-03 21:51:24.034752,85.3,High,True
325,Applicant_325,55,Male,Single,1,Post-Graduate,Salaried,4,1278878.69,682479.1,Personal,36,6.55,707,Mortgage,Approved,2025-09-15 21:51:24.034755,53.37,High,True
326,Applicant_326,61,Female,Single,2,Under-Graduate,Retired,2,1254889.77,476029.75,Home,24,6.87,764,Rented,Approved,2026-07-09 21:51:24.034760,37.93,High,True
327,Applicant_327,57,Male,Single,3,Post-Graduate,Self-Employed,0,177308.59,605569.47,Auto,84,8.55,628,Owned,Rejected,2025-09-14 21:51:24.034763,341.53,Upper-Middle,False
328,Applicant_328,44,Male,Married,4,Post-Graduate,Self-Employed,3,731799.08,235111.65,Auto,60,3.0,545,Mortgage,Approved,2025-12-30 21:51:24.034767,32.13,High,True
329,Applicant_329,49,Female,Married,0,Graduate,Salaried,6,807388.36,630604.82,Personal,24,6.07,655,Rented,Approved,2026-07-27 21:51:24.034770,78.1,High,True
330,Applicant_330,51,Male,Divorced,0,Under-Graduate,Self-Employed,6,202177.59,466257.7,Education,60,8.3,740,Owned,Rejected,2026-07-26 21:51:24.034774,230.62,High,False
331,Applicant_331,55,Female,Single,4,Graduate,Self-Employed,3,740159.07,564752.17,Home,60,5.37,646,Mortgage,Approved,2026-02-09 21:51:24.034777,76.3,High,True
332,Applicant_332,53,Female,Married,3,Under-Graduate,Salaried,4,1199273.26,476179.51,Business,48,12.69,560,Mortgage,Pending,2026-01-06 21:51:24.034781,39.71,High,False
333,Applicant_333,41,Male,Married,3,Graduate,Salaried,26,693630.78,422383.13,Auto,36,3.97,741,Mortgage,Rejected,2026-08-02 21:51:24.034784,60.89,High,False
334,Applicant_334,52,Male,Married,1,Post-Graduate,Business Owner,3,946853.26,635713.42,Auto,84,11.65,793,Owned,Approved,2026-07-17 21:51:24.034787,67.14,High,True
335,Applicant_335,43,Female,Divorced,2,Under-Graduate,Salaried,2,949748.11,386294.48,Auto,60,13.64,681,Owned,Approved,2026-06-28 21:51:24.034791,40.67,High,True
336,Applicant_336,53,Female,Married,3,Graduate,Salaried,2,845142.64,55167.32,Education,48,9.84,551,Rented,Approved,2026-07-18 21:51:24.034794,6.53,High,True
337,Applicant_337,23,Male,Married,2,Graduate,Self-Employed,4,567927.19,50000.0,Auto,60,8.02,654,Rented,Approved,2026-04-20 21:51:24.034798,8.8,High,True
338,Applicant_338,38,Female,Married,1,Graduate,Business Owner,11,1113525.59,551636.64,Home,24,9.36,692,Rented,Approved,2025-09-07 21:51:24.034801,49.54,High,True
339,Applicant_339,45,Male,Single,0,Post-Graduate,Salaried,1,215186.5,374779.01,Auto,48,6.96,615,Owned,Approved,2025-09-08 21:51:24.034807,174.16,High,True
340,Applicant_340,62,Female,Single,2,Under-Graduate,Self-Employed,9,853435.26,50000.0,Home,36,3.0,726,Mortgage,Rejected,2026-02-11 21:51:24.034813,5.86,High,False
341,Applicant_341,51,Male,Married,1,Graduate,Salaried,0,1404194.54,529829.79,Personal,36,5.07,607,Owned,Approved,2025-11-14 21:51:24.034819,37.73,High,True
342,Applicant_342,23,Female,Single,2,Under-Graduate,Salaried,4,671050.7,473715.12,Home,60,8.46,682,Owned,Approved,2026-03-30 21:51:24.034824,70.59,High,True
343,Applicant_343,60,Female,Divorced,4,Graduate,Salaried,11,559071.51,360108.19,Home,84,5.21,661,Owned,Approved,2026-02-05 21:51:24.034830,64.41,High,True
344,Applicant_344,44,Female,Married,1,Post-Graduate,Business Owner,3,1140206.46,569106.61,Business,48,7.05,729,Owned,Approved,2026-02-27 21:51:24.034835,49.91,High,True
345,Applicant_345,52,Male,Married,3,High School,Salaried,6,915372.7,868226.32,Personal,36,10.18,678,Mortgage,Approved,2026-02-02 21:51:24.034840,94.85,High,True
346,Applicant_346,42,Male,Married,0,Graduate,Salaried,1,1148178.91,859685.4,Personal,60,9.01,664,Rented,Approved,2026-04-03 21:51:24.034846,74.87,High,True
347,Applicant_347,43,Male,Single,2,Post-Graduate,Self-Employed,10,865399.39,540254.1,Education,84,12.2,615,Owned,Approved,2026-02-05 21:51:24.034853,62.43,High,True
348,Applicant_348,22,Male,Single,4,Graduate,Business Owner,0,150000.0,476281.08,Home,60,9.53,682,Owned,Pending,2026-07-11 21:51:24.034859,317.52,Upper-Middle,False
349,Applicant_349,47,Male,Single,0,Graduate,Salaried,15,1321965.36,544165.86,Business,84,9.74,659,Rented,Approved,2025-12-13 21:51:24.034864,41.16,High,True
350,Applicant_350,62,Female,Single,0,Graduate,Self-Employed,1,1678010.55,586521.94,Business,48,6.01,610,Owned,Approved,2026-04-11 21:51:24.034869,34.95,High,True
351,Applicant_351,22,Male,Married,1,Graduate,Salaried,16,1363616.4,424876.51,Home,60,3.84,692,Mortgage,Approved,2026-03-09 21:51:24.034875,31.16,High,True
352,Applicant_352,46,Male,Divorced,0,Post-Graduate,Self-Employed,3,150000.0,548872.06,Debt Consolidation,24,7.05,709,Rented,Approved,2026-05-19 21:51:24.034881,365.91,Upper-Middle,True
353,Applicant_353,37,Female,Married,3,Post-Graduate,Self-Employed,10,1030435.29,59383.72,Home,36,5.95,652,Rented,Approved,2026-02-22 21:51:24.034886,5.76,High,True
354,Applicant_354,60,Female,Married,4,Post-Graduate,Self-Employed,3,663301.68,522777.69,Debt Consolidation,48,7.92,754,Rented,Rejected,2025-10-17 21:51:24.034892,78.81,High,False
355,Applicant_355,53,Female,Single,1,Graduate,Salaried,18,416302.5,633507.81,Personal,48,4.77,701,Mortgage,Pending,2025-11-07 21:51:24.034898,152.17,High,False
356,Applicant_356,29,Female,Single,1,Graduate,Salaried,1,899092.86,362844.26,Business,84,11.45,577,Mortgage,Approved,2025-08-30 21:51:24.034903,40.36,High,True
357,Applicant_357,63,Male,Married,1,Under-Graduate,Salaried,1,790421.08,473267.66,Debt Consolidation,84,5.94,786,Owned,Approved,2026-08-07 21:51:24.034910,59.88,High,True
358,Applicant_358,59,Male,Single,3,High School,Salaried,5,1053463.12,188778.49,Business,24,7.23,741,Owned,Approved,2025-11-03 21:51:24.034915,17.92,High,True
359,Applicant_359,49,Female,Divorced,0,Graduate,Salaried,0,872632.08,149912.2,Home,36,8.43,760,Mortgage,Approved,2026-08-18 21:51:24.034952,17.18,High,True
360,Applicant_360,62,Female,Married,2,High School,Business Owner,1,401675.16,559028.22,Auto,48,12.43,712,Mortgage,Approved,2026-02-22 21:51:24.034966,139.17,High,True
361,Applicant_361,46,Male,Divorced,2,Post-Graduate,Retired,23,619359.29,295722.36,Home,36,14.66,492,Mortgage,Approved,2026-04-17 21:51:24.034972,47.75,High,True
362,Applicant_362,55,Female,Married,2,Post-Graduate,Retired,30,554816.58,50000.0,Auto,60,14.9,767,Mortgage,Approved,2026-07-26 21:51:24.034978,9.01,High,True
363,Applicant_363,45,Male,Married,1,Post-Graduate,Student,3,163406.73,188702.08,Business,84,4.01,684,Owned,Approved,2026-06-20 21:51:24.034984,115.48,Upper-Middle,True
364,Applicant_364,44,Male,Married,3,Graduate,Self-Employed,20,301342.14,229413.85,Auto,120,7.19,708,Owned,Rejected,2026-06-09 21:51:24.034990,76.13,High,False
365,Applicant_365,33,Male,Single,0,Graduate,Business Owner,6,765572.53,716882.54,Auto,60,6.53,723,Mortgage,Rejected,2026-02-18 21:51:24.034995,93.64,High,False
366,Applicant_366,27,Female,Single,0,Post-Graduate,Salaried,2,1419501.63,550151.92,Education,60,9.8,834,Mortgage,Approved,2026-05-19 21:51:24.035001,38.76,High,True
367,Applicant_367,56,Female,Married,3,Graduate,Self-Employed,9,635777.17,255951.38,Personal,48,9.58,636,Rented,Approved,2025-11-16 21:51:24.035007,40.26,High,True
368,Applicant_368,40,Male,Married,3,High School,Self-Employed,8,547027.69,335425.55,Home,36,6.46,638,Rented,Pending,2026-01-19 21:51:24.035012,61.32,High,False
369,Applicant_369,21,Female,Single,0,Post-Graduate,Self-Employed,35,377485.28,867383.64,Auto,48,6.18,611,Mortgage,Approved,2026-07-06 21:51:24.035018,229.78,High,True
370,Applicant_370,28,Male,Married,1,Graduate,Business Owner,2,862214.6,762108.68,Home,48,5.01,594,Rented,Rejected,2026-03-21 21:51:24.035024,88.39,High,False
371,Applicant_371,36,Male,Single,1,Under-Graduate,Salaried,8,1321703.73,186943.08,Business,60,3.0,595,Mortgage,Approved,2026-07-17 21:51:24.035030,14.14,High,True
372,Applicant_372,34,Female,Single,1,Graduate,Salaried,0,1651073.11,825787.24,Home,36,3.96,531,Owned,Approved,2026-07-12 21:51:24.035033,50.02,High,True
373,Applicant_373,32,Female,Married,1,Post-Graduate,Retired,0,964159.75,477423.93,Business,48,11.53,714,Rented,Approved,2026-03-22 21:51:24.035037,49.52,High,True
374,Applicant_374,43,Female,Divorced,0,Under-Graduate,Salaried,0,905997.5,723891.26,Auto,48,13.63,839,Rented,Rejected,2026-02-25 21:51:24.035040,79.9,High,False
375,Applicant_375,35,Female,Married,2,High School,Self-Employed,35,632610.76,454273.77,Home,120,13.22,844,Rented,Approved,2025-12-25 21:51:24.035043,71.81,High,True
376,Applicant_376,48,Female,Divorced,3,Under-Graduate,Retired,12,699373.35,832032.18,Debt Consolidation,48,11.68,611,Rented,Approved,2026-08-17 21:51:24.035047,118.97,High,True
377,Applicant_377,54,Female,Single,2,Under-Graduate,Self-Employed,12,1101670.04,175306.23,Home,60,4.96,658,Owned,Approved,2026-03-27 21:51:24.035050,15.91,High,True
378,Applicant_378,22,Male,Single,2,Under-Graduate,Self-Employed,5,724049.87,428473.88,Auto,60,4.37,778,Mortgage,Rejected,2026-01-20 21:51:24.035054,59.18,High,False
379,Applicant_379,52,Male,Married,0,High School,Salaried,2,785087.02,840608.74,Home,36,3.0,714,Mortgage,Pending,2026-03-26 21:51:24.035057,107.07,High,False
380,Applicant_380,43,Male,Single,4,Graduate,Salaried,1,839861.09,50000.0,Education,48,6.46,690,Owned,Pending,2025-09-23 21:51:24.035060,5.95,High,False
381,Applicant_381,42,Male,Married,3,Graduate,Student,2,613668.76,487102.81,Education,84,8.8,659,Owned,Pending,2025-08-28 21:51:24.035064,79.38,High,False
382,Applicant_382,45,Female,Married,3,Graduate,Self-Employed,3,820008.3,389807.03,Auto,48,4.97,774,Owned,Approved,2025-11-18 21:51:24.035067,47.54,High,True
383,Applicant_383,42,Male,Married,3,Graduate,Self-Employed,11,150000.0,691705.14,Home,84,10.01,594,Owned,Approved,2026-02-22 21:51:24.035071,461.14,Upper-Middle,True
384,Applicant_384,42,Male,Single,4,Under-Graduate,Salaried,6,1069534.35,799575.76,Auto,36,10.78,718,Owned,Approved,2026-06-27 21:51:24.035074,74.76,High,True
385,Applicant_385,62,Male,Married,2,Post-Graduate,Salaried,0,1790708.74,704479.47,Business,24,6.84,707,Rented,Approved,2026-04-02 21:51:24.035078,39.34,High,True
386,Applicant_386,26,Female,Single,1,Post-Graduate,Retired,0,629182.55,567480.07,Personal,84,3.81,683,Rented,Rejected,2026-04-06 21:51:24.035081,90.19,High,False
387,Applicant_387,35,Male,Single,2,Graduate,Salaried,0,999534.86,511358.07,Education,60,13.33,743,Rented,Rejected,2026-05-17 21:51:24.035084,51.16,High,False
388,Applicant_388,63,Female,Married,3,Under-Graduate,Self-Employed,4,1190630.53,404041.03,Education,120,8.62,682,Rented,Approved,2025-11-01 21:51:24.035088,33.94,High,True
389,Applicant_389,57,Male,Single,3,Graduate,Salaried,21,1362086.11,558792.33,Home,60,15.29,637,Mortgage,Approved,2026-05-27 21:51:24.035091,41.02,High,True
390,Applicant_390,53,Male,Married,2,Under-Graduate,Business Owner,8,744271.4,908703.35,Auto,84,8.82,687,Rented,Pending,2025-11-15 21:51:24.035094,122.09,High,False
391,Applicant_391,28,Female,Single,0,Post-Graduate,Retired,12,150000.0,267456.56,Home,60,9.07,552,Mortgage,Approved,2026-05-01 21:51:24.035098,178.3,Upper-Middle,True
392,Applicant_392,64,Female,Single,1,Graduate,Self-Employed,5,956892.78,387417.19,Home,60,5.12,729,Mortgage,Approved,2026-07-30 21:51:24.035101,40.49,High,True
393,Applicant_393,64,Male,Married,4,Graduate,Salaried,3,901451.48,478857.21,Home,48,7.02,749,Mortgage,Approved,2026-07-29 21:51:24.035105,53.12,High,True
394,Applicant_394,25,Female,Single,2,Graduate,Self-Employed,0,711733.45,780261.15,Education,48,3.04,627,Mortgage,Approved,2025-09-02 21:51:24.035108,109.63,High,True
395,Applicant_395,59,Female,Married,2,Under-Graduate,Business Owner,16,796595.15,562524.66,Education,84,3.8,608,Rented,Approved,2025-11-13 21:51:24.035112,70.62,High,True
396,Applicant_396,24,Male,Married,1,High School,Self-Employed,12,907472.18,775374.93,Debt Consolidation,48,11.09,630,Owned,Approved,2026-04-12 21:51:24.035115,85.44,High,True
397,Applicant_397,26,Female,Single,1,Post-Graduate,Student,1,994704.8,789550.8,Home,48,7.51,674,Rented,Approved,2026-07-08 21:51:24.035119,79.38,High,True
398,Applicant_398,52,Female,Married,3,Graduate,Self-Employed,5,977923.88,665770.31,Business,48,7.02,697,Mortgage,Pending,2025-11-09 21:51:24.035122,68.08,High,False
399,Applicant_399,50,Female,Married,2,Post-Graduate,Student,5,762925.74,202081.79,Personal,48,5.91,809,Mortgage,Approved,2026-01-06 21:51:24.035125,26.49,High,True
400,Applicant_400,55,Female,Married,3,Under-Graduate,Self-Employed,7,1003711.53,965106.3,Education,48,7.15,799,Mortgage,Approved,2026-07-04 21:51:24.035129,96.15,High,True
401,Applicant_401,60,Female,Single,2,Under-Graduate,Salaried,23,735987.66,895466.59,Auto,12,12.47,746,Owned,Pending,2025-11-09 21:51:24.035132,121.67,High,False
402,Applicant_402,36,Female,Married,2,Graduate,Salaried,6,1106810.2,517791.21,Auto,84,9.0,689,Mortgage,Approved,2025-12-31 21:51:24.035137,46.78,High,True
403,Applicant_403,33,Female,Married,1,Graduate,Salaried,6,599022.87,113104.33,Home,48,4.37,605,Rented,Approved,2025-10-20 21:51:24.035140,18.88,High,True
404,Applicant_404,62,Female,Single,3,Under-Graduate,Retired,0,879223.28,63060.52,Auto,48,12.11,814,Rented,Rejected,2026-07-23 21:51:24.035144,7.17,High,False
405,Applicant_405,50,Female,Single,1,Graduate,Business Owner,0,200504.57,571208.38,Business,24,14.54,660,Mortgage,Approved,2026-05-31 21:51:24.035147,284.89,High,True
406,Applicant_406,39,Female,Married,1,Graduate,Business Owner,1,702035.81,303509.88,Home,12,10.23,702,Owned,Rejected,2026-01-28 21:51:24.035151,43.23,High,False
407,Applicant_407,37,Female,Married,2,Graduate,Salaried,0,1076995.49,50000.0,Home,36,11.62,730,Mortgage,Approved,2025-10-14 21:51:24.035154,4.64,High,True
408,Applicant_408,39,Male,Married,4,Post-Graduate,Salaried,10,436506.05,57777.6,Business,60,12.77,684,Rented,Approved,2025-08-28 21:51:24.035157,13.24,High,True
409,Applicant_409,48,Female,Married,0,High School,Business Owner,10,721959.81,368404.88,Personal,24,3.0,772,Mortgage,Approved,2025-12-26 21:51:24.035161,51.03,High,True
410,Applicant_410,46,Female,Married,3,High School,Self-Employed,1,150000.0,554580.28,Education,84,15.02,716,Owned,Approved,2026-06-02 21:51:24.035164,369.72,Upper-Middle,True
411,Applicant_411,57,Male,Single,1,Post-Graduate,Salaried,14,302770.36,893599.65,Business,36,12.35,759,Mortgage,Rejected,2025-12-31 21:51:24.035168,295.14,High,False
412,Applicant_412,46,Female,Single,1,Post-Graduate,Self-Employed,1,407410.18,635581.82,Auto,36,10.21,715,Mortgage,Approved,2025-10-12 21:51:24.035171,156.01,High,True
413,Applicant_413,43,Male,Single,0,Graduate,Salaried,2,890700.42,393206.73,Home,36,8.06,676,Mortgage,Pending,2026-02-21 21:51:24.035174,44.15,High,False
414,Applicant_414,29,Male,Married,1,Post-Graduate,Salaried,2,983363.6,606385.88,Auto,12,3.82,685,Rented,Rejected,2026-07-02 21:51:24.035178,61.66,High,False
415,Applicant_415,32,Female,Single,2,Graduate,Self-Employed,3,827577.77,581358.92,Education,60,7.34,675,Mortgage,Approved,2026-05-07 21:51:24.035181,70.25,High,True
416,Applicant_416,21,Male,Married,0,Post-Graduate,Salaried,2,696962.65,707072.66,Debt Consolidation,84,10.07,577,Rented,Rejected,2026-01-17 21:51:24.035184,101.45,High,False
417,Applicant_417,21,Female,Divorced,2,Graduate,Retired,5,698359.3,488816.21,Home,60,4.63,599,Rented,Approved,2026-06-19 21:51:24.035188,69.99,High,True
418,Applicant_418,54,Female,Single,4,Graduate,Salaried,4,1136418.3,790135.37,Education,36,8.26,739,Owned,Approved,2026-01-13 21:51:24.035191,69.53,High,True
419,Applicant_419,52,Male,Married,0,Graduate,Salaried,34,935127.94,730846.5,Auto,36,4.36,579,Mortgage,Rejected,2025-12-15 21:51:24.035195,78.15,High,False
420,Applicant_420,45,Male,Single,3,Graduate,Salaried,0,716421.76,523156.0,Education,48,7.15,647,Owned,Approved,2026-03-01 21:51:24.035198,73.02,High,True
421,Applicant_421,60,Male,Married,1,Graduate,Business Owner,1,1367319.8,466617.18,Home,120,3.77,595,Mortgage,Approved,2026-02-25 21:51:24.035202,34.13,High,True
422,Applicant_422,21,Female,Single,2,Graduate,Self-Employed,0,1629990.02,757529.57,Auto,36,3.4,643,Mortgage,Approved,2026-02-18 21:51:24.035205,46.47,High,True
423,Applicant_423,36,Female,Married,1,High School,Self-Employed,7,351703.02,300227.19,Personal,60,9.69,667,Rented,Approved,2026-01-08 21:51:24.035208,85.36,High,True
424,Applicant_424,59,Female,Married,0,Post-Graduate,Salaried,0,1059004.03,78148.41,Education,48,6.47,647,Mortgage,Approved,2025-11-25 21:51:24.035212,7.38,High,True
425,Applicant_425,25,Male,Single,0,Post-Graduate,Salaried,14,2085955.84,76556.56,Education,36,6.8,565,Rented,Approved,2026-01-07 21:51:24.035215,3.67,High,True
426,Applicant_426,42,Female,Married,0,High School,Self-Employed,5,962082.22,277015.15,Auto,48,6.28,665,Mortgage,Approved,2026-07-05 21:51:24.035219,28.79,High,True
427,Applicant_427,49,Male,Single,0,High School,Business Owner,5,896177.05,684702.64,Auto,24,18.0,603,Owned,Approved,2025-12-14 21:51:24.035222,76.4,High,True
428,Applicant_428,23,Female,Married,2,Post-Graduate,Student,6,827706.42,381616.32,Auto,60,10.63,629,Owned,Approved,2026-05-30 21:51:24.035225,46.11,High,True
429,Applicant_429,32,Male,Single,3,Under-Graduate,Salaried,1,1046072.61,557264.48,Personal,36,11.0,739,Owned,Approved,2026-01-14 21:51:24.035229,53.27,High,True
430,Applicant_430,46,Female,Single,3,Graduate,Self-Employed,1,1151959.67,361317.1,Debt Consolidation,60,5.79,756,Rented,Approved,2025-12-24 21:51:24.035232,31.37,High,True
431,Applicant_431,36,Male,Married,2,Graduate,Retired,3,352093.25,363539.94,Auto,24,10.27,575,Owned,Rejected,2026-03-30 21:51:24.035235,103.25,High,False
432,Applicant_432,57,Female,Married,0,Post-Graduate,Salaried,7,839406.55,212870.17,Auto,120,7.7,805,Rented,Approved,2026-05-07 21:51:24.035239,25.36,High,True
433,Applicant_433,42,Male,Married,1,Under-Graduate,Business Owner,1,150000.0,474269.22,Personal,36,5.76,639,Rented,Approved,2025-12-02 21:51:24.035242,316.18,Upper-Middle,True
434,Applicant_434,49,Female,Married,1,Under-Graduate,Salaried,0,766273.35,450954.15,Auto,84,15.25,631,Rented,Approved,2026-03-24 21:51:24.035246,58.85,High,True
435,Applicant_435,34,Female,Married,1,Graduate,Retired,28,488924.56,615546.21,Education,60,10.5,608,Owned,Approved,2025-09-15 21:51:24.035249,125.9,High,True
436,Applicant_436,48,Male,Single,2,Graduate,Business Owner,0,985671.03,580555.33,Home,120,10.33,684,Mortgage,Approved,2025-09-11 21:51:24.035253,58.9,High,True
437,Applicant_437,25,Female,Divorced,2,Post-Graduate,Retired,12,187447.79,444798.73,Business,48,5.1,838,Owned,Pending,2025-11-02 21:51:24.035256,237.29,Upper-Middle,False
438,Applicant_438,50,Female,Single,1,Graduate,Business Owner,12,645073.08,78295.12,Education,60,4.05,556,Mortgage,Pending,2026-03-22 21:51:24.035259,12.14,High,False
439,Applicant_439,25,Male,Single,1,Post-Graduate,Salaried,2,1236617.7,799762.25,Personal,48,8.3,515,Owned,Rejected,2025-10-02 21:51:24.035263,64.67,High,False
440,Applicant_440,32,Male,Single,3,Under-Graduate,Retired,1,579466.74,476187.59,Personal,36,6.49,701,Owned,Pending,2026-01-15 21:51:24.035269,82.18,High,False
441,Applicant_441,36,Female,Single,3,Under-Graduate,Salaried,1,150000.0,522299.95,Home,48,10.64,725,Owned,Approved,2026-08-14 21:51:24.035272,348.2,Upper-Middle,True
442,Applicant_442,46,Male,Married,1,Under-Graduate,Salaried,9,953013.26,948138.62,Business,36,10.88,684,Owned,Approved,2025-09-07 21:51:24.035276,99.49,High,True
443,Applicant_443,46,Female,Divorced,4,High School,Business Owner,8,615388.4,754302.2,Personal,120,8.73,727,Owned,Rejected,2026-05-11 21:51:24.035279,122.57,High,False
444,Applicant_444,41,Male,Single,4,Post-Graduate,Business Owner,12,775645.83,625005.78,Auto,24,11.4,589,Rented,Approved,2026-05-24 21:51:24.035282,80.58,High,True
445,Applicant_445,59,Female,Single,1,Under-Graduate,Retired,22,558052.17,499354.38,Home,48,9.18,604,Mortgage,Rejected,2026-02-14 21:51:24.035286,89.48,High,False
446,Applicant_446,56,Male,Married,1,Post-Graduate,Salaried,9,1639758.7,496739.25,Home,60,5.45,689,Mortgage,Rejected,2026-07-01 21:51:24.035289,30.29,High,False
447,Applicant_447,53,Female,Married,2,Graduate,Business Owner,1,226770.91,567232.06,Education,48,7.81,820,Rented,Pending,2025-09-10 21:51:24.035292,250.13,High,False
448,Applicant_448,50,Female,Married,4,Graduate,Business Owner,2,1983398.24,613933.88,Auto,60,8.98,724,Mortgage,Approved,2025-11-07 21:51:24.035296,30.95,High,True
449,Applicant_449,57,Female,Single,3,Graduate,Salaried,14,693745.39,979192.49,Education,24,11.75,728,Rented,Rejected,2026-03-27 21:51:24.035299,141.15,High,False
450,Applicant_450,43,Female,Married,0,Post-Graduate,Salaried,1,923378.63,1192514.5,Home,48,9.29,594,Rented,Approved,2026-06-25 21:51:24.035303,129.15,High,True
451,Applicant_451,30,Male,Married,1,Post-Graduate,Salaried,0,620081.43,581273.03,Personal,36,6.5,713,Rented,Approved,2026-03-23 21:51:24.035306,93.74,High,True
452,Applicant_452,25,Female,Divorced,2,Under-Graduate,Salaried,9,603346.58,50000.0,Auto,84,11.88,585,Mortgage,Approved,2025-12-06 21:51:24.035310,8.29,High,True
453,Applicant_453,56,Male,Married,2,Graduate,Retired,4,536068.04,233511.55,Home,60,9.83,821,Mortgage,Rejected,2026-04-29 21:51:24.035313,43.56,High,False
454,Applicant_454,54,Male,Married,0,Graduate,Self-Employed,20,1090503.18,1007219.13,Education,120,13.91,599,Mortgage,Pending,2025-11-13 21:51:24.035316,92.36,High,False
455,Applicant_455,51,Male,Married,3,High School,Business Owner,8,285680.12,701222.74,Education,12,8.81,616,Rented,Approved,2026-08-17 21:51:24.035320,245.46,High,True
456,Applicant_456,30,Male,Single,2,Graduate,Retired,0,995643.42,619293.02,Home,36,4.87,562,Owned,Approved,2026-01-26 21:51:24.035323,62.2,High,True
457,Applicant_457,39,Female,Divorced,3,Post-Graduate,Salaried,23,150000.0,453285.38,Auto,36,12.62,686,Mortgage,Approved,2026-03-19 21:51:24.035326,302.19,Upper-Middle,True
458,Applicant_458,52,Female,Married,3,Post-Graduate,Business Owner,2,959411.51,167073.82,Home,12,6.48,683,Rented,Pending,2026-05-15 21:51:24.035331,17.41,High,False
459,Applicant_459,21,Male,Single,3,Post-Graduate,Self-Employed,3,1189657.04,969781.13,Business,36,9.53,801,Owned,Approved,2026-04-03 21:51:24.035334,81.52,High,True
460,Applicant_460,25,Male,Married,1,Graduate,Student,4,340192.36,269501.13,Personal,60,9.15,742,Rented,Approved,2026-02-27 21:51:24.035338,79.22,High,True
461,Applicant_461,24,Female,Divorced,2,Graduate,Salaried,0,1121497.04,704207.31,Education,36,8.66,616,Rented,Approved,2025-09-24 21:51:24.035341,62.79,High,True
462,Applicant_462,36,Male,Single,0,Graduate,Retired,5,870554.16,135803.5,Business,48,7.91,749,Owned,Approved,2026-07-22 21:51:24.035344,15.6,High,True
463,Applicant_463,44,Male,Single,2,Post-Graduate,Salaried,1,1489370.58,439702.37,Business,84,3.0,580,Owned,Approved,2026-06-07 21:51:24.035348,29.52,High,True
464,Applicant_464,36,Male,Married,0,Post-Graduate,Salaried,4,507917.45,778028.0,Home,60,4.99,622,Rented,Approved,2026-08-16 21:51:24.035351,153.18,High,True
465,Applicant_465,22,Female,Divorced,2,Graduate,Business Owner,3,1976394.36,430085.63,Debt Consolidation,48,12.43,689,Rented,Pending,2026-08-24 21:51:24.035354,21.76,High,False
466,Applicant_466,48,Female,Single,1,Post-Graduate,Salaried,11,150000.0,396834.03,Personal,48,10.0,589,Rented,Rejected,2026-07-16 21:51:24.035358,264.56,Upper-Middle,False
467,Applicant_467,52,Male,Married,0,Under-Graduate,Self-Employed,13,718198.48,502978.16,Home,48,15.18,765,Rented,Approved,2026-07-08 21:51:24.035361,70.03,High,True
468,Applicant_468,47,Male,Single,0,Graduate,Self-Employed,1,170572.12,125919.19,Home,36,4.87,850,Rented,Pending,2025-12-10 21:51:24.035365,73.82,Upper-Middle,False
469,Applicant_469,40,Female,Married,0,Post-Graduate,Business Owner,3,1590421.67,73238.87,Home,60,8.39,656,Owned,Approved,2026-04-16 21:51:24.035368,4.6,High,True
470,Applicant_470,44,Female,Single,3,Under-Graduate,Salaried,3,745319.6,699986.22,Home,48,12.57,627,Owned,Approved,2026-06-02 21:51:24.035371,93.92,High,True
